iter	Logloss
145	0.3492896337
146	0.3489805918
147	0.3482578057
148	0.3476279807
149	0.3471793942
150	0.3465728343
151	0.3457026597
152	0.3451836921
153	0.3446693575
154	0.3441395578
155	0.3437944587
156	0.3432777283
157	0.3425413657
158	0.3420850052
159	0.3415155653
160	0.3409713501
161	0.3407947225
162	0.3404447754
163	0.3399050265
164	0.3394994204
165	0.3390450628
166	0.33840945
167	0.3376180527
168	0.3372250991
169	0.3367389757
170	0.3365006912
171	0.3359493705
172	0.3353738066
173	0.3349876042
174	0.3344005835
175	0.3339758772
176	0.3335502352
177	0.3331011359
178	0.3326229522
179	0.3321672032
180	0.3318066485
181	0.3314104645
182	0.3308925754
183	0.330477535
184	0.3300248283
185	0.3296231591
186	0.3292492241
187	0.3287797617
188	0.3284841779
189	0.3282025487
190	0.3277148052
191	0.3273327808
192	0.3268482372
193	0.3265271809
194	0.3261524619
195	0.3256675256
196	0.3253510426
197	0.3247670915
198	0.3242257152
199	0.3238602393
200	0.3234876766
201	0.3230981506
202	0.3228619448
203	0.3223787232
204	0.3221545106
205	0.321744813
206	0.3210251226
207	0.3206489784
208	0.3202367971
209	0.3200559917
210	0.3197790053
211	0.3194180013
212	0.3189561381
213	0.3186217626
214	0.3183282117
215	0.3178898496
216	0.3173968312
217	0.3170382053
218	0.3168005436
219	0.3164316951
220	0.3161828535
221	0.3158159119
222	0.3152680457
223	0.3150185199
224	0.3146404625
225	0.3144551858
226	0.3140642157
227	0.3134871607
228	0.3131151504
229	0.3127563389
230	0.3121478271
231	0.311904803
232	0.3114422902
233	0.3111932022
234	0.3109372224
235	0.3105344314
236	0.309805816
237	0.3094652735
238	0.3091814195
239	0.3089111166
240	0.3085967895
241	0.3082214747
242	0.3079775278
243	0.3077631482
244	0.3071459476
245	0.3066949497
246	0.306382195
247	0.3059189938
248	0.3054855946
249	0.3050760346
250	0.3048137552
251	0.3044446995
252	0.3039293196
253	0.3036491407
254	0.3032900688
255	0.3029188572
256	0.3026223111
257	0.3023272612
258	0.302076092
259	0.301586902
260	0.3011564984
261	0.3008393465
262	0.3005416731
263	0.3001724887
264	0.2998708435
265	0.2995602194
266	0.2992169962
267	0.2991106348
268	0.2987668944
269	0.2985328908
270	0.2982489512
271	0.2978823166
272	0.2976107628
273	0.2972373078
274	0.2969011569
275	0.2966949803
276	0.2964248333
277	0.2960709232
278	0.2956731504
279	0.2953431193
280	0.2951004882
281	0.2948368268
282	0.2944625957
283	0.2941063029
284	0.2937898159
285	0.2934947985
286	0.2931269855
287	0.2926010928
288	0.2923868496
289	0.2917820808
290	0.2914699754
291	0.2910294894
292	0.290682195
293	0.2902456905
294	0.2900240365
295	0.2896705212
296	0.2893430163
297	0.2889427338
298	0.2887093071
299	0.2883887179
300	0.2880614749
301	0.2878161362
302	0.2875212704
303	0.2871833965
304	0.2868747701
305	0.2865381052
306	0.2863612158
307	0.2860985782
308	0.2858835738
309	0.2855103154
310	0.2851876599
311	0.2848587091
312	0.2844556867
313	0.2842069125
314	0.2839864075
315	0.2835971979
316	0.2833233547
317	0.2830685773
318	0.2827788108
319	0.2824880825
320	0.2821618181
321	0.2816267819
322	0.2810548058
323	0.2806340681
324	0.2804367956
325	0.2801728499
326	0.2798750492
327	0.279528384
328	0.2791352192
329	0.2789393599
330	0.2787336881
331	0.2782708153
332	0.2780512894
333	0.2777842654
334	0.2775353579
335	0.2771905483
336	0.2768087569
337	0.2764705942
338	0.2762303192
339	0.2758697403
340	0.2755833874
341	0.2752812368
342	0.2747373667
343	0.2743493247
344	0.2739350202
345	0.27366444
346	0.2733916973
347	0.2730303316
348	0.2727701767
349	0.2726003559
350	0.2723865862
351	0.2720972919
352	0.2717398339
353	0.2714295574
354	0.2709982584
355	0.2705686973
356	0.2701451688
357	0.2697930171
358	0.2694502789
359	0.269241908
360	0.2689800722
361	0.2686644684
362	0.2684382658
363	0.2680860582
364	0.2677872708
365	0.2675240466
366	0.267278995
367	0.2667885715
368	0.2665697223
369	0.2663557683
370	0.2660795303
371	0.265899466
372	0.2655334439
373	0.2651047728
374	0.2647997574
375	0.2644017239
376	0.2641634361
377	0.2636727053
378	0.263381906
379	0.2631575403
380	0.2628825786
381	0.2625196463
382	0.2621000667
383	0.2618645015
384	0.2613830703
385	0.2611445681
386	0.2608378334
387	0.2605322045
388	0.2603779471
389	0.2598972837
390	0.2595859851
391	0.2594061835
392	0.2590691389
393	0.2588975811
394	0.2584885541
395	0.2580281558
396	0.2576913048
397	0.2573295939
398	0.2571399111
399	0.256694909
400	0.2564924818
401	0.2561801191
402	0.2557541672
403	0.2553320562
404	0.2551141462
405	0.2547592079
406	0.2544425554
407	0.2540078991
408	0.2538629633
409	0.2536685913
410	0.2533593595
411	0.2532082966
412	0.2527585164
413	0.252586139
414	0.2522491001
415	0.251907205
416	0.2516789447
417	0.2514061331
418	0.2510482117
419	0.2508458551
420	0.2506905364
421	0.2504436271
422	0.2500399664
423	0.2496932773
424	0.2494805367
425	0.2487995826
426	0.2481699616
427	0.2479570977
428	0.2475543737
429	0.247321727
430	0.2469248747
431	0.24637163
432	0.2460972631
433	0.2453190634
434	0.2445408165
435	0.2442893242
436	0.2441332201
437	0.243895816
438	0.2436242533
439	0.2434403153
440	0.2430864928
441	0.2427886467
442	0.2424283497
443	0.2421441405
444	0.2414261671
445	0.241086085
446	0.2407913818
447	0.2403837035
448	0.2401325533
449	0.2399952763
450	0.2397753183
451	0.2396493766
452	0.2393445772
453	0.239151636
454	0.23883915
455	0.2386367953
456	0.2380256867
457	0.2377483235
458	0.2370860569
459	0.2368957015
460	0.2366779894
461	0.2364673421
462	0.2362510038
463	0.2361193538
464	0.2359115065
465	0.2354355073
466	0.2352575092
467	0.2349077108
468	0.2347902269
469	0.2343737566
470	0.2342510113
471	0.2336662038
472	0.2330561099
473	0.2329284464
474	0.2323630176
475	0.231797761
476	0.2311443196
477	0.2309850804
478	0.2303428084
479	0.2302104344
480	0.2296037515
481	0.2290081484
482	0.2286428202
483	0.2283346821
484	0.228104143
485	0.227542048
486	0.2269907728
487	0.2266834409
488	0.2262293
489	0.2261163166
490	0.2256125311
491	0.2253222607
492	0.2248958249
493	0.2244416279
494	0.2237055786
495	0.2234145322
496	0.2229930114
497	0.2227989847
498	0.2222919156
499	0.2217511648
500	0.2216431452
501	0.221432263
502	0.2209331378
503	0.2204474053
504	0.2201957153
505	0.2196904013
506	0.2195803701
507	0.2193785798
508	0.2189819839
509	0.2187798478
510	0.2183999719
511	0.2179561944
512	0.2178577248
513	0.2174750898
514	0.2171895348
515	0.2169568782
516	0.2168271017
517	0.2167255016
518	0.2162695103
519	0.2160851623
520	0.2159059129
521	0.2156206371
522	0.2152201753
523	0.2150678999
524	0.2148233745
525	0.2145959504
526	0.2144717515
527	0.2143367517
528	0.2141018747
529	0.213747335
530	0.2136007761
531	0.2134588386
532	0.2133021425
533	0.2129896641
534	0.2127014869
535	0.212195619
536	0.2119712228
537	0.2116450733
538	0.2114686411
539	0.2113044362
540	0.2111140344
541	0.210438656
542	0.210340866
543	0.2099911421
544	0.2098223721
545	0.2094127766
546	0.2090947495
547	0.2089715436
548	0.2088087921
549	0.208591764
550	0.2083032356
551	0.2080803687
552	0.2079526946
553	0.2076711894
554	0.2074966976
555	0.2073744253
556	0.207240574
557	0.2069249637
558	0.2063449554
559	0.2061508763
560	0.2058829569
561	0.2057091728
562	0.2054464478
563	0.2051488116
564	0.2048911445
565	0.2047426812
566	0.2044569851
567	0.2039469062
568	0.2037278726
569	0.2036011492
570	0.2033178911
571	0.2031044957
572	0.2027791623
573	0.2025467415
574	0.2020519923
575	0.2019427612
576	0.2016870013
577	0.2013737514
578	0.2012611779
579	0.2009457874
580	0.2006482678
581	0.200506466
582	0.2002971681
583	0.2001557315
584	0.1998771611
585	0.1995733682
586	0.1992911594
587	0.199025237
588	0.1985949197
589	0.198142213
590	0.1979001818
591	0.1975274427
592	0.1973602389
593	0.1972769234
594	0.197112641
595	0.196650965
596	0.196537137
597	0.1962833357
598	0.196023753
599	0.195737955
600	0.1953391862
601	0.1952416741
602	0.1950071929
603	0.1949235876
604	0.1947244402
605	0.1945444881
606	0.1944607898
607	0.1942109086
608	0.1939610898
609	0.1937841392
610	0.193397531
611	0.1930089515
612	0.1927494497
613	0.192630661
614	0.1924745488
615	0.1923497005
616	0.192271636
617	0.1920500894
618	0.191724871
619	0.1911804707
620	0.1909514697
621	0.1907408425
622	0.1905484943
623	0.1903130283
624	0.1900875773
625	0.1898394291
626	0.1892092677
627	0.1890041377
628	0.1887015761
629	0.1882772646
630	0.1880251177
631	0.1877853465
632	0.1877002944
633	0.1875439205
634	0.1873760462
635	0.1872094432
636	0.1870936109
637	0.1868899376
638	0.1867327496
639	0.1865037217
640	0.1862890596
641	0.1860999379
642	0.185546018
643	0.1851200993
644	0.1848100853
645	0.1843996735
646	0.1841596673
647	0.183949668
648	0.1838347192
649	0.1834791954
650	0.1833784824
651	0.1833005523
652	0.1831737709
653	0.1830520879
654	0.1829056903
655	0.1824758232
656	0.1820873718
657	0.1819114396
658	0.1811544764
659	0.1810846958
660	0.1807232168
661	0.1805846876
662	0.1804622596
663	0.1800624517
664	0.1798713819
665	0.1796716606
666	0.1788691237
667	0.1786791791
668	0.1783563533
669	0.1781652082
670	0.1779807884
671	0.1778005331
672	0.1775004794
673	0.1772891049
674	0.1770903554
675	0.1768876827
676	0.1766387796
677	0.1764673278
678	0.1761256884
679	0.1760033812
680	0.175783681
681	0.1755334539
682	0.1754461819
683	0.1752817514
684	0.174630573
685	0.1744471427
686	0.1738743451
687	0.173707701
688	0.1734997643
689	0.1733097727
690	0.1731604435
691	0.1730022112
692	0.1728092133
693	0.1726586396
694	0.1725787041
695	0.1722975287
696	0.1720853055
697	0.1718221582
698	0.1716169423
699	0.1714175602
700	0.1709357432
701	0.1707965072
702	0.1706436984
703	0.1703143729
704	0.1701846496
705	0.169953757
706	0.1697353651
707	0.1694605231
708	0.1690015922
709	0.1688421112
710	0.1683126455
711	0.1681500582
712	0.1678140285
713	0.1677510154
714	0.1672091504
715	0.1669556779
716	0.1667853628
717	0.1666154063
718	0.1663288144
719	0.1660744265
720	0.1654621714
721	0.1653380774
722	0.1651001544
723	0.1650352559
724	0.1646927701
725	0.1642260045
726	0.1641024874
727	0.1638510877
728	0.1637407233
729	0.1636241176
730	0.1631204798
731	0.162889759
732	0.1628175184
733	0.1625407133
734	0.1622434938
735	0.1621344962
736	0.1620815611
737	0.1619700397
738	0.1617617105
739	0.1615737023
740	0.1611505714
741	0.1605911846
742	0.1603725605
743	0.1598377155
744	0.1594156096
745	0.159212062
746	0.1590830455
747	0.1589678063
748	0.1588101777
749	0.1585636517
750	0.1583735911
751	0.1579485623
752	0.1576362235
753	0.1575340746
754	0.1574305409
755	0.1572919087
756	0.1571887026
757	0.156706516
758	0.1566058158
759	0.1564953212
760	0.1563913394
761	0.1560132091
762	0.1556024889
763	0.1552205736
764	0.1551209764
765	0.1550312688
766	0.154930268
767	0.1547449432
768	0.1543933223
769	0.1543387722
770	0.1541650866
771	0.1540723439
772	0.1540091418
773	0.1539611406
774	0.1538646018
775	0.1537016622
776	0.1535055371
777	0.153442056
778	0.1533028426
779	0.1532033651
780	0.1531107798
781	0.1527336338
782	0.1526359566
783	0.1522832582
784	0.1521552764
785	0.1519605739
786	0.1517915245
787	0.1514752033
788	0.1514270756
789	0.1512273531
790	0.1511022772
791	0.1508512805
792	0.1507700884
793	0.1505753332
794	0.1504098683
795	0.1502410793
796	0.1501539007
797	0.1498825674
798	0.1497794102
799	0.1496108055
800	0.1494531634
801	0.1493585946
802	0.1492565705
803	0.1489999204
804	0.1488234661
805	0.148746797
806	0.1486283579
807	0.1484550495
808	0.1483456558
809	0.1482969059
810	0.1481821175
811	0.1480697235
812	0.1479957413
813	0.147885003
814	0.1478037662
815	0.147659994
816	0.1475027263
817	0.1474259372
818	0.1473551208
819	0.1472675685
820	0.1471639405
821	0.1469452484
822	0.1467609476
823	0.1465237224
824	0.1463659269
825	0.1463021132
826	0.1462121867
827	0.1460687746
828	0.1459766864
829	0.1458939814
830	0.1457380582
831	0.1456593446
832	0.1455610957
833	0.1454846615
834	0.1451935912
835	0.14509274
836	0.1449486134
837	0.1448807089
838	0.1447213416
839	0.1444055144
840	0.1442887307
841	0.1441873623
842	0.143960898
843	0.1437826141
844	0.1436470171
845	0.1433423046
846	0.1432505402
847	0.1431819333
848	0.1430466296
849	0.1427579934
850	0.1426512855
851	0.1425100255
852	0.1422415758
853	0.1420963959
854	0.1419711583
855	0.1417018098
856	0.1416138993
857	0.1415216121
858	0.1414434223
859	0.1413376234
860	0.141190238
861	0.1411189325
862	0.1410566432
863	0.1407780503
864	0.140665266
865	0.1405327714
866	0.140384883
867	0.1400784855
868	0.1398205833
869	0.139692748
870	0.139515692
871	0.1394549299
872	0.1393792554
873	0.1392965656
874	0.1391666779
875	0.1389261267
876	0.138646406
877	0.1385576462
878	0.1384182124
879	0.1382969512
880	0.1382089077
881	0.1381330968
882	0.138018788
883	0.1377930388
884	0.1376779201
885	0.137572776
886	0.1374620612
887	0.1371877423
888	0.1371061094
889	0.1370043445
890	0.1368815541
891	0.1367223179
892	0.136614123
893	0.1365097184
894	0.1364026121
895	0.136215915
896	0.136105433
897	0.1360443213
898	0.135931817
899	0.1357310192
900	0.1356267072
901	0.1355683647
902	0.1354802638
903	0.1353737666
904	0.1353162744
905	0.1350746689
906	0.1349306892
907	0.1347905283
908	0.1346379163
909	0.1345366091
910	0.1344310834
911	0.1343111504
912	0.1342068631
913	0.1341350503
914	0.1340635601
915	0.133940944
916	0.1337576025
917	0.1336928245
918	0.1334750124
919	0.1333700195
920	0.1333246285
921	0.1332273978
922	0.1331728352
923	0.1330444159
924	0.1328904502
925	0.1327769641
926	0.1326774065
927	0.1325175433
928	0.1324672862
929	0.1323629527
930	0.1322164247
931	0.1321366727
932	0.1319821202
933	0.1318478863
934	0.1317498741
935	0.1316855358
936	0.1316484421
937	0.1315676317
938	0.1314543157
939	0.131265285
940	0.1312072309
941	0.1311542403
942	0.1310013072
943	0.1309389435
944	0.1308642137
945	0.1306340734
946	0.1305432672
947	0.1304401414
948	0.1303678618
949	0.1302359484
950	0.13013753
951	0.1299482281
952	0.1298452428
953	0.1297181669
954	0.1296749658
955	0.1295612622
956	0.1294989638
957	0.129335449
958	0.1292380066
959	0.1291668757
960	0.1291057982
961	0.1290555963
962	0.1289844779
963	0.1289366076
964	0.1288738048
965	0.1288115264
966	0.1287456705
967	0.128685572
968	0.1285089361
969	0.1284506158
970	0.1283739327
971	0.1282894581
972	0.1280503931
973	0.1278236393
974	0.1277610658
975	0.1276862861
976	0.127614866
977	0.1274968507
978	0.1273551332
979	0.1271383274
980	0.1269366128
981	0.1268879049
982	0.1268227641
983	0.1266188643
984	0.1264449546
985	0.1262174749
986	0.1259712663
987	0.1255358644
988	0.125287697
989	0.1251990869
990	0.1248692629
991	0.1246494696
992	0.1245455442
993	0.1244554824
994	0.1242516254
995	0.1241298938
996	0.1240420877
997	0.123974224
998	0.1238662899
999	0.1238423369
